dataset,chunking,llm,question,answer,ground_truth,time_s,rouge_l_f1,context_hit_rate,rouge_l
wound_infection,C1,Mistral,Which organism is most commonly isolated from tissue and abscess wound cultures?,"Staph Aureus Coag + is most commonly isolated from tissue and abscess wound cultures, as indicated by the antibiotic susceptibility data provided. The resistance rate for Staph Aureus Coag + to Ciprofloxacin is 39.2%, which suggests that it is a common pathogen in these types of cultures. The other organisms listed do not have specific data on their prevalence in tissue and abscess wound cultures.",STAPH AUREUS COAG + is the most commonly isolated organism from wound and tissue cultures.,23.316536525962874,0.2526,1.0,0.3
wound_infection,C1,Mistral,What are the five most frequently isolated organisms from wound and tissue infections?,"The five most frequently isolated organisms from wound and tissue infections, based on the provided context, are:

1. Staphylococcus Caprae
2. Enterobacteriaceae
3. Micrococcus/Stomatococcus Species
4. Aeromonas Species
5. Methicillin Resistant Staph Aureus (MRSA)

However, it's important to note that the absence of antibiotic susceptibility data for these organisms means that specific treatment recommendations cannot be made based on this information alone. Antibiotic susceptibility testing is crucial for determining the most effective antibiotic to treat an infection caused by a specific bacterial species.","The five most frequent wound pathogens are: STAPH AUREUS COAG +, ESCHERICHIA COLI, PSEUDOMONAS AERUGINOSA, STAPHYLOCOCCUS, COAGULASE NEGATIVE, PROTEUS MIRABILIS.",7.299115431960672,0.2526,1.0,0.13592233009708737
wound_infection,C1,Mistral,What is the methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures?,"The methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures is 37.8%. This is based on the data provided for Staphylococcus aureus that is coagulase positive, where the resistance rate to oxacillin is 37.8% (n=13793).",The oxacillin (MRSA) resistance rate for Staphylococcus aureus in wound cultures is 37.8%.,3.9956056540831923,0.2526,1.0,0.44897959183673475
wound_infection,C1,Mistral,What is the vancomycin resistance rate for Enterococcus species in wound infections?,"To determine the vancomycin resistance rate for Enterococcus species in wound infections, we would need to analyze the resistance rates of specific Enterococcus species commonly found in wound infections. However, the provided data does not specify the source of the isolates (e.g., wound, urinary tract, bloodstream, etc.). Therefore, it is not possible to directly answer the question based on the given information.

To estimate the vancomycin resistance rate for Enterococcus species in wound infections, we can consider the following:

1. Enterococcus gallinarum, Enterococcus faecalis, Enterococcus faecium, and Enterococcus sp. are all known to cause wound infections.
2. Enterococcus gallinarum has a resistance rate of 68.4%, Enterococcus faecalis has a resistance rate of 12.4%, Enterococcus faecium has a resistance rate of 76.9%, and Enterococcus sp. has a resistance rate of 44.5%.
3. Enterococcus avium is less commonly associated with wound infections and has a low resistance rate of 4.5%.

Since we don't have specific data on the resistance rates of these species in wound infections, we can make an educated guess by taking the average resistance rate of the species mentioned above:

(68.4% + 12.4% + 76.9% + 44.5% + 4.5%) / 5 ≈ 44.5%

This estimate suggests that the vancomycin resistance rate for Enterococcus species in wound infections may be around 44.5%. However, this is a rough estimate and the actual resistance rate may vary depending on factors such as geographical location, patient population, and antibiotic usage patterns. To obtain more accurate data, further research is needed specifically focusing on Enterococcus species isolated from wound infections.",The vancomycin resistance rate for Enterococcus species in wound infections is 44.5%.,20.68696024804376,0.2526,1.0,0.08208955223880596
wound_infection,C1,Mistral,What percentage of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem?,10.9% of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem.,Meropenem resistance in Pseudomonas aeruginosa from tissue cultures is 10.9%.,1.3670160549227148,0.2526,1.0,0.380952380952381
wound_infection,C1,Mistral,How resistant is Escherichia coli from wound cultures to ciprofloxacin?,Escherichia coli from wound cultures is 30.0% resistant to ciprofloxacin.,Ciprofloxacin resistance in Escherichia coli from wound cultures is 40.7%.,1.4501467940863222,0.2526,1.0,0.6
wound_infection,C1,Mistral,Which gram-positive organisms are most commonly found in tissue and abscess specimens?,"Staphylococcus Caprae is a gram-positive organism commonly found in tissue and abscess specimens. Other gram-positive organisms like Micrococcus/Stomatococcus species, Staphylococcus aureus, and Streptococcus species are also commonly found in these specimens, but their presence was not explicitly mentioned in the provided context.","The most common gram-positive organisms in tissue specimens are: STAPH AUREUS COAG +, STAPHYLOCOCCUS, COAGULASE NEGATIVE, ENTEROCOCCUS SP..",4.248924391111359,0.2526,1.0,0.1
wound_infection,C1,Mistral,Are there fungal organisms isolated from wound and tissue cultures?,"Yes, there is a fungal organism isolated from wound and tissue cultures. The organism is CANDIDA TROPICALIS, but no antibiotic susceptibility data is available for it.","Fungal organisms in wound cultures include: YEAST, CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION, CANDIDA ALBICANS.",2.0695672689471394,0.2526,1.0,0.15384615384615388
wound_infection,C1,Mistral,Which organism has the highest total isolate count in wound-related specimens?,"Without specific data, it is impossible to definitively determine which organism has the highest total isolate count in wound-related specimens. The given information only provides the names of organisms, but not their occurrence frequencies or the context of the specimens. To answer this question accurately, additional data such as the number of isolates for each organism in wound-related specimens would be required.",STAPH AUREUS COAG + has the highest isolate count in wound-related specimens.,4.06325525790453,0.2526,1.0,0.2162162162162162
wound_infection,C1,Mistral,What antibiotic resistance patterns are most clinically significant in wound infections?,"In the given context, the antibiotic resistance pattern that is most clinically significant in wound infections is the resistance of Enterococcus sp. to both Penicillin G (29.9%) and Ampicillin (29.3%). This is important to note as these antibiotics are often used to treat wound infections. The resistance rate for Methicillin-resistant Staphylococcus aureus (MRSA) is not specified in the context, but its resistance to multiple antibiotics, including penicillin and ampicillin, is well-documented, making it a significant concern in wound infections as well. However, since no antibiotic susceptibility data is available for Enterobacteriaceae and Yeast, their resistance patterns in wound infections cannot be definitively determined from the provided context.","Clinically significant resistance patterns include MRSA (oxacillin resistance) in Staphylococcus aureus, carbapenem resistance in Pseudomonas aeruginosa and Klebsiella pneumoniae, and vancomycin-resistant Enterococcus (VRE).",8.76245267293416,0.2526,1.0,0.10769230769230767
wound_infection,C2,BioMistral,Which organism is most commonly isolated from tissue and abscess wound cultures?,PSEUDOMONAS STUTZERI,STAPH AUREUS COAG + is the most commonly isolated organism from wound and tissue cultures.,0.6547720800153911,0.2065,0.8,0.0
wound_infection,C2,BioMistral,What are the five most frequently isolated organisms from wound and tissue infections?,"The five most frequently isolated organisms from wound and tissue infections are Pseudomonas stutzeri, Gram positive bacteria, Enterobacteriaceae, Staphylococcus caprae, and Gram positive cocci.","The five most frequent wound pathogens are: STAPH AUREUS COAG +, ESCHERICHIA COLI, PSEUDOMONAS AERUGINOSA, STAPHYLOCOCCUS, COAGULASE NEGATIVE, PROTEUS MIRABILIS.",2.4725500140339136,0.2065,0.8,0.22727272727272727
wound_infection,C2,BioMistral,What is the methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures?,38%,The oxacillin (MRSA) resistance rate for Staphylococcus aureus in wound cultures is 37.8%.,0.49773872015066445,0.2065,0.8,0.0
wound_infection,C2,BioMistral,What is the vancomycin resistance rate for Enterococcus species in wound infections?,"The vancomycin resistance rate for Enterococcus species in wound infections is 12% for Enterococcus faecalis, 68% for Enterococcus gallinarum, 4% for Enterococcus avium, and 44% for Enterococcus sp. The vancomycin resistance rate for Enterococcus faecium is 77%.",The vancomycin resistance rate for Enterococcus species in wound infections is 44.5%.,4.298102880129591,0.2065,0.8,0.4489795918367347
wound_infection,C2,BioMistral,What percentage of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem?,11%R,Meropenem resistance in Pseudomonas aeruginosa from tissue cultures is 10.9%.,0.5004788681399077,0.2065,0.8,0.0
wound_infection,C2,BioMistral,How resistant is Escherichia coli from wound cultures to ciprofloxacin?,Escherichia coli from wound cultures is 41% resistant to ciprofloxacin.,Ciprofloxacin resistance in Escherichia coli from wound cultures is 40.7%.,1.5796603250782937,0.2065,0.8,0.6
wound_infection,C2,BioMistral,Which gram-positive organisms are most commonly found in tissue and abscess specimens?,"The most commonly found gram-positive organisms in tissue and abscess specimens are Micrococcus/Stomatococcus species, probable Micrococcus species, and Haemophilus influenzae, beta-lactamase positive.","The most common gram-positive organisms in tissue specimens are: STAPH AUREUS COAG +, STAPHYLOCOCCUS, COAGULASE NEGATIVE, ENTEROCOCCUS SP..",2.846658108988777,0.2065,0.8,0.35000000000000003
wound_infection,C2,BioMistral,Are there fungal organisms isolated from wound and tissue cultures?,"Yes, there are fungal organisms isolated from wound and tissue cultures. Candida albicans is the most common fungal organism isolated from wound and tissue cultures.","Fungal organisms in wound cultures include: YEAST, CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION, CANDIDA ALBICANS.",1.7797374760266393,0.2065,0.8,0.2105263157894737
wound_infection,C2,BioMistral,Which organism has the highest total isolate count in wound-related specimens?,ENTEROBACTERIACEAE,STAPH AUREUS COAG + has the highest isolate count in wound-related specimens.,0.5342103589791805,0.2065,0.8,0.0
wound_infection,C2,BioMistral,What antibiotic resistance patterns are most clinically significant in wound infections?,"The most clinically significant antibiotic resistance patterns in wound infections are those that involve vancomycin-resistant Enterococcus (VRE) and methicillin-resistant Staphylococcus aureus (MRSA). These organisms are known to cause severe and difficult-to-treat infections, and their resistance to many commonly used antibiotics makes them a significant public health concern.","Clinically significant resistance patterns include MRSA (oxacillin resistance) in Staphylococcus aureus, carbapenem resistance in Pseudomonas aeruginosa and Klebsiella pneumoniae, and vancomycin-resistant Enterococcus (VRE).",4.424719302915037,0.2065,0.8,0.22857142857142854
wound_infection,C2,Mistral,Which organism is most commonly isolated from tissue and abscess wound cultures?,GRAM NEGATIVE ROD(S) is the organism most commonly isolated from tissue and abscess wound cultures.,STAPH AUREUS COAG + is the most commonly isolated organism from wound and tissue cultures.,1.3722320538945496,0.3939,1.0,0.5333333333333333
wound_infection,C2,Mistral,What are the five most frequently isolated organisms from wound and tissue infections?,"The five most frequently isolated organisms from wound and tissue infections, based on the provided data, are:

1. Gram Positive Cocci (Cocci): 530 isolates (42.8% from swabs, 36.0% from tissue, and 21.1% from abscesses)
2. Staphylococcus caprae (NCBI TaxID: 29380): 54 isolates (83.3% from tissue, 16.7% from abscesses)
3. Enterobacteriaceae (NCBI TaxID: 543): 52 isolates (51.9% from swabs, 48.1% from tissue)
4. Pseudomonas stutzeri: 95 isolates (61.1% from tissue, 38.9% from swabs)
5. Gram Positive Bacteria: 119 isolates (43.7% from swabs, 31.1% from tissue, 25.2% from abscesses)","The five most frequent wound pathogens are: STAPH AUREUS COAG +, ESCHERICHIA COLI, PSEUDOMONAS AERUGINOSA, STAPHYLOCOCCUS, COAGULASE NEGATIVE, PROTEUS MIRABILIS.",11.839701217133552,0.3939,1.0,0.11214953271028039
wound_infection,C2,Mistral,What is the methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures?,The methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures is 38%.,The oxacillin (MRSA) resistance rate for Staphylococcus aureus in wound cultures is 37.8%.,1.696912880986929,0.3939,1.0,0.7692307692307693
wound_infection,C2,Mistral,What is the vancomycin resistance rate for Enterococcus species in wound infections?,"The vancomycin resistance rate for Enterococcus species in wound infections varies among different species. Here are the resistance rates for each species:

1. Enterococcus faecalis: 12%
2. Enterococcus gallinarum: 68.4%
3. Enterococcus avium: 4%
4. Enterococcus sp.: 44.5%
5. Enterococcus fecium: 76.9%

The average vancomycin resistance rate for Enterococcus species in wound infections is approximately 32.7% (calculated as the average of the resistance rates for each species).",The vancomycin resistance rate for Enterococcus species in wound infections is 44.5%.,7.263922779820859,0.3939,1.0,0.2784810126582279
wound_infection,C2,Mistral,What percentage of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem?,10.9% of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem.,Meropenem resistance in Pseudomonas aeruginosa from tissue cultures is 10.9%.,1.5346901610027999,0.3939,1.0,0.380952380952381
wound_infection,C2,Mistral,How resistant is Escherichia coli from wound cultures to ciprofloxacin?,Escherichia coli from wound cultures is 40.7% resistant to ciprofloxacin.,Ciprofloxacin resistance in Escherichia coli from wound cultures is 40.7%.,1.5695302849635482,0.3939,1.0,0.6
wound_infection,C2,Mistral,Which gram-positive organisms are most commonly found in tissue and abscess specimens?,"The BACTEROIDES FRAGILIS GROUP, MICROCOCCUS/STOMATOCOCCUS SPECIES, and PROBABLE MICROCOCCUS SPECIES are the most commonly found gram-positive organisms in tissue and abscess specimens.","The most common gram-positive organisms in tissue specimens are: STAPH AUREUS COAG +, STAPHYLOCOCCUS, COAGULASE NEGATIVE, ENTEROCOCCUS SP..",3.1694750068709254,0.3939,1.0,0.3
wound_infection,C2,Mistral,Are there fungal organisms isolated from wound and tissue cultures?,"Yes, there are fungal organisms isolated from wound and tissue cultures. The organism Candida albicans, presumptive identification, is one such example. In the given context, 777 isolates of this organism were found in wound/tissue/abscess specimens, with 111 (14.3%) from tissue specimens and 244 (31.4%) from abscess specimens.","Fungal organisms in wound cultures include: YEAST, CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION, CANDIDA ALBICANS.",4.718571710865945,0.3939,1.0,0.23333333333333334
wound_infection,C2,Mistral,Which organism has the highest total isolate count in wound-related specimens?,Pseudomonas Stutzeri has the highest total isolate count in wound-related specimens with 95 isolates.,STAPH AUREUS COAG + has the highest isolate count in wound-related specimens.,1.5166839610319585,0.3939,1.0,0.5384615384615384
wound_infection,C2,Mistral,What antibiotic resistance patterns are most clinically significant in wound infections?,"The most clinically significant antibiotic resistance patterns in wound infections, based on the provided data, are observed in STAPHYLOCOCCUS PSEUDINTERMEDIUS and STAPHYLOCOCCUS CAPITIS. Both species exhibit resistance to OXACILLIN (27% and 20% resistant, respectively), CLINDAMYCIN (36% and 10% resistant, respectively), and GENTAMICIN (14% and 5% resistant, respectively). These findings suggest that these antibiotics may not be effective against these organisms in certain cases, and alternative treatment options should be considered.","Clinically significant resistance patterns include MRSA (oxacillin resistance) in Staphylococcus aureus, carbapenem resistance in Pseudomonas aeruginosa and Klebsiella pneumoniae, and vancomycin-resistant Enterococcus (VRE).",6.7641860148869455,0.3939,1.0,0.1935483870967742
wound_infection,C3,BioMistral,Which organism is most commonly isolated from tissue and abscess wound cultures?,Staphylococcus aureus,STAPH AUREUS COAG + is the most commonly isolated organism from wound and tissue cultures.,0.8250960079021752,0.3635,0.9,0.11764705882352941
wound_infection,C3,BioMistral,What are the five most frequently isolated organisms from wound and tissue infections?,"The five most frequently isolated organisms from wound and tissue infections are:

1. Candida albicans (569 isolates)
2. Staphylococcus aureus coag + (109,734 isolates)
3. Enterococcus faecalis (1,212 isolates)
4. Staphylococcus, coagulase negative (18,553 isolates)
5. Enterococcus faecium (1,073 isolates)","The five most frequent wound pathogens are: STAPH AUREUS COAG +, ESCHERICHIA COLI, PSEUDOMONAS AERUGINOSA, STAPHYLOCOCCUS, COAGULASE NEGATIVE, PROTEUS MIRABILIS.",6.01149699697271,0.3635,0.9,0.3
wound_infection,C3,BioMistral,What is the methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures?,The methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures is 39.2%.,The oxacillin (MRSA) resistance rate for Staphylococcus aureus in wound cultures is 37.8%.,1.9246389139443636,0.3635,0.9,0.7692307692307693
wound_infection,C3,BioMistral,What is the vancomycin resistance rate for Enterococcus species in wound infections?,The vancomycin resistance rate for Enterococcus species in wound infections is 0.0%.,The vancomycin resistance rate for Enterococcus species in wound infections is 44.5%.,1.4367199579719454,0.3635,0.9,0.9166666666666666
wound_infection,C3,BioMistral,What percentage of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem?,6.8%,Meropenem resistance in Pseudomonas aeruginosa from tissue cultures is 10.9%.,0.5850849801208824,0.3635,0.9,0.0
wound_infection,C3,BioMistral,How resistant is Escherichia coli from wound cultures to ciprofloxacin?,Escherichia coli from wound cultures is 30.0% resistant to ciprofloxacin.,Ciprofloxacin resistance in Escherichia coli from wound cultures is 40.7%.,1.720031704986468,0.3635,0.9,0.6
wound_infection,C3,BioMistral,Which gram-positive organisms are most commonly found in tissue and abscess specimens?,Staphylococcus aureus is the most commonly found gram-positive organism in tissue and abscess specimens.,"The most common gram-positive organisms in tissue specimens are: STAPH AUREUS COAG +, STAPHYLOCOCCUS, COAGULASE NEGATIVE, ENTEROCOCCUS SP..",1.766346876975149,0.3635,0.9,0.31250000000000006
wound_infection,C3,BioMistral,Are there fungal organisms isolated from wound and tissue cultures?,"Yes, there are fungal organisms isolated from wound and tissue cultures. The most common fungal organisms isolated from wound and tissue cultures are Candida albicans, Candida glabrata, Candida parapsilosis, Candida tropicalis, and Aspergillus fumigatus.","Fungal organisms in wound cultures include: YEAST, CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION, CANDIDA ALBICANS.",3.4183377851732075,0.3635,0.9,0.2978723404255319
wound_infection,C3,BioMistral,Which organism has the highest total isolate count in wound-related specimens?,Staphylococcus aureus,STAPH AUREUS COAG + has the highest isolate count in wound-related specimens.,0.7909173129592091,0.3635,0.9,0.14285714285714285
wound_infection,C3,BioMistral,What antibiotic resistance patterns are most clinically significant in wound infections?,"The most clinically significant antibiotic resistance patterns in wound infections are those of Gram-negative bacteria, particularly Pseudomonas aeruginosa, Klebsiella pneumoniae, and Enterobacter cloacae. These bacteria are commonly found in wounds and can cause serious infections if they become resistant to antibiotics. In addition, the emergence of multidrug-resistant (MDR) strains of these bacteria is a growing concern. MDR strains are resistant to multiple antibiotics and can be difficult to treat, leading to prolonged hospital stays and increased healthcare costs.","Clinically significant resistance patterns include MRSA (oxacillin resistance) in Staphylococcus aureus, carbapenem resistance in Pseudomonas aeruginosa and Klebsiella pneumoniae, and vancomycin-resistant Enterococcus (VRE).",6.441918754018843,0.3635,0.9,0.17821782178217824
wound_infection,C3,Mistral,Which organism is most commonly isolated from tissue and abscess wound cultures?,"Staphylococcus aureus is the organism most commonly isolated from tissue and abscess wound cultures. This is based on the data provided, where Staphylococcus aureus has a higher number of isolates (109,734) compared to other organisms in the context.",STAPH AUREUS COAG + is the most commonly isolated organism from wound and tissue cultures.,3.5386941600590944,0.3611,1.0,0.339622641509434
wound_infection,C3,Mistral,What are the five most frequently isolated organisms from wound and tissue infections?,"The five most frequently isolated organisms from wound and tissue infections, based on the provided context, are:

1. Escherichia coli (30,315 isolates)
2. Pseudomonas aeruginosa (22,855 isolates)
3. Proteus mirabilis (9,931 isolates)
4. Klebsiella pneumoniae (8,842 isolates)
5. Staphylococcus aureus coag+ (109,734 isolates)

These organisms are found in the Gram-negative and Gram-positive categories. Escherichia coli, Pseudomonas aeruginosa, and Proteus mirabilis are Gram-negative, while Klebsiella pneumoniae and Staphylococcus aureus coag+ are Gram-positive.","The five most frequent wound pathogens are: STAPH AUREUS COAG +, ESCHERICHIA COLI, PSEUDOMONAS AERUGINOSA, STAPHYLOCOCCUS, COAGULASE NEGATIVE, PROTEUS MIRABILIS.",9.786700272932649,0.3611,1.0,0.24175824175824173
wound_infection,C3,Mistral,What is the methicillin (oxacillin) resistance rate for Staphylococcus aureus in wound cultures?,"The methicillin resistance rate for Staphylococcus aureus is not provided in the given context. However, the resistance rate for ciprofloxacin, which is a quinolone antibiotic related to methicillin, is 39.2%. This suggests that the methicillin resistance rate might be higher, but it is not explicitly stated in the provided data.",The oxacillin (MRSA) resistance rate for Staphylococcus aureus in wound cultures is 37.8%.,4.512174341129139,0.3611,1.0,0.253968253968254
wound_infection,C3,Mistral,What is the vancomycin resistance rate for Enterococcus species in wound infections?,The vancomycin resistance rate for Enterococcus species is not provided in the given context.,The vancomycin resistance rate for Enterococcus species in wound infections is 44.5%.,1.3594608358107507,0.3611,1.0,0.6153846153846153
wound_infection,C3,Mistral,What percentage of Pseudomonas aeruginosa isolates from tissue are resistant to meropenem?,There is no information about the resistance to meropenem in Pseudomonas aeruginosa isolates from tissue in the provided context.,Meropenem resistance in Pseudomonas aeruginosa from tissue cultures is 10.9%.,1.7007175590842962,0.3611,1.0,0.41379310344827586
wound_infection,C3,Mistral,How resistant is Escherichia coli from wound cultures to ciprofloxacin?,Escherichia coli from wound cultures is 19.5% resistant to ciprofloxacin.,Ciprofloxacin resistance in Escherichia coli from wound cultures is 40.7%.,1.7049768529832363,0.3611,1.0,0.6
wound_infection,C3,Mistral,Which gram-positive organisms are most commonly found in tissue and abscess specimens?,"Staphylococcus aureus, Staphylococcus epidermidis, and Corynebacterium species (diphtheroids) are commonly found in tissue and abscess specimens. This is based on the data provided, which shows a high resistance rate for various antibiotics in these organisms, suggesting they are frequently encountered in clinical settings.","The most common gram-positive organisms in tissue specimens are: STAPH AUREUS COAG +, STAPHYLOCOCCUS, COAGULASE NEGATIVE, ENTEROCOCCUS SP..",4.120846834033728,0.3611,1.0,0.06557377049180327
wound_infection,C3,Mistral,Are there fungal organisms isolated from wound and tissue cultures?,"Yes, there are fungal organisms isolated from wound and tissue cultures. The category ""Yeast"" includes several fungal organisms such as Candida albicans, Candida glabrata, Candida parapsilosis, Candida tropicalis, etc. These organisms are often isolated from various body sites, including wounds and tissue cultures.","Fungal organisms in wound cultures include: YEAST, CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION, CANDIDA ALBICANS.",3.7732404400594532,0.3611,1.0,0.21428571428571427
wound_infection,C3,Mistral,Which organism has the highest total isolate count in wound-related specimens?,"Staphylococcus aureus Coag + has the highest total isolate count in wound-related specimens. This category includes 109,734 isolates.",STAPH AUREUS COAG + has the highest isolate count in wound-related specimens.,2.2621166980825365,0.3611,1.0,0.7333333333333334
wound_infection,C3,Mistral,What antibiotic resistance patterns are most clinically significant in wound infections?,"In Gram-negative bacteria, significant antibiotic resistance patterns in wound infections include:

1. ESCHERICHIA COLI: A high resistance to AMPICILLIN (61.2%R), AMPICILLIN/SULBACTAM (32.7%R), CEFAZOLIN (31.8%R), CEFEPIME (14.4%R), and CEFTAZIDIME (16.5%R).

2. PSEUDOMONAS AERUGINOSA: A high resistance to CEFEPIME (6.8%R), CEFTAZIDIME (9.6%R), and CIPROFLOXACIN (19.5%R).

3. KLEBSIELLA PNEUMONIAE: A high resistance to AMPICILLIN/SULBACTAM (25.4%R), CEFAZOLIN (26.1%R), CEFEPIME (15.7%R), and CEFTAZIDIME (16.5%R).

4. ENTEROBACTER CLOACAE: A high resistance to CEFTAZIDIME (19.4%R), CEFTRIAXONE (22.3%R), and CIPROFLOXACIN (8.0%R).

5. SERRATIA MARCESCENS: A high resistance to CIPROFLOXACIN (4.9%R).

In Gram-positive bacteria, significant antibiotic resistance patterns in wound infections include:

1. STAPHYLOCOCCUS AUREUS COAG +: A high resistance to CIPROFLOXACIN (39.2%R), CLINDAMYCIN (33.2%R), and ERYTHROMYCIN (55.6%R).

2. STAPHYLOCOCCUS, COAGULASE NEGATIVE: A high resistance to CLINDAMYCIN (36.7%R), ERYTHROMYCIN (56.4%R), and LEVOFLOXACIN (39.3%R).

3. ENTEROCOCCUS SP","Clinically significant resistance patterns include MRSA (oxacillin resistance) in Staphylococcus aureus, carbapenem resistance in Pseudomonas aeruginosa and Klebsiella pneumoniae, and vancomycin-resistant Enterococcus (VRE).",24.153616478201002,0.3611,1.0,0.1333333333333333
