hits@1,hits@5,hits@10,recall@100,mrr,ndcg@10,query,gt_id,model,time_ms
1.0,1.0,1.0,1.0,1.0,1.0,Phacellaria compressa,463673,sentence-transformers/all-MiniLM-L6-v2,294.28141901735216
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Guangzhou/607/2002(H3N2)),1143890,sentence-transformers/all-MiniLM-L6-v2,294.19367702212185
1.0,1.0,1.0,1.0,1.0,1.0,Janibacter sp. DE08,354359,sentence-transformers/all-MiniLM-L6-v2,294.187932042405
1.0,1.0,1.0,1.0,1.0,1.0,Atropellis piniphila,2614604,sentence-transformers/all-MiniLM-L6-v2,294.52470503747463
1.0,1.0,1.0,1.0,1.0,1.0,Syllis sp. l PAC-2023,3045866,sentence-transformers/all-MiniLM-L6-v2,294.1030589863658
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Bangkok/62/2000(H3N2)),1598268,sentence-transformers/all-MiniLM-L6-v2,294.47114397771657
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Hawaii/33/2017(H1N1)),2033548,sentence-transformers/all-MiniLM-L6-v2,294.29962497670203
1.0,1.0,1.0,1.0,1.0,1.0,Melphinyet,2839407,sentence-transformers/all-MiniLM-L6-v2,295.0638580368832
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Neokomagataea,2637481,sentence-transformers/all-MiniLM-L6-v2,294.5289150811732
1.0,1.0,1.0,1.0,1.0,1.0,Lindingaspis,340507,sentence-transformers/all-MiniLM-L6-v2,294.9347560061142
1.0,1.0,1.0,1.0,1.0,1.0,Enterobacter cloacae complex sp. SCP07-26,1902692,sentence-transformers/all-MiniLM-L6-v2,294.6856280323118
1.0,1.0,1.0,1.0,1.0,1.0,Winkia sp. UMB3158,3046333,sentence-transformers/all-MiniLM-L6-v2,294.64429209474474
1.0,1.0,1.0,1.0,1.0,1.0,Claustropyga sp. BIOUG27045-D06,2164690,sentence-transformers/all-MiniLM-L6-v2,294.3374750902876
1.0,1.0,1.0,1.0,1.0,1.0,Arthrobacter sp. Se2Pt_478,1362728,sentence-transformers/all-MiniLM-L6-v2,294.66988204512745
1.0,1.0,1.0,1.0,1.0,1.0,Atractiellales sp. Pi-GPG,1264975,sentence-transformers/all-MiniLM-L6-v2,294.3457340588793
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Pavia/23/2009(H3N2)),863188,sentence-transformers/all-MiniLM-L6-v2,296.3757560355589
1.0,1.0,1.0,1.0,1.0,1.0,Anthyllis vulneraria subsp. maritima,211667,sentence-transformers/all-MiniLM-L6-v2,294.48103497270495
1.0,1.0,1.0,1.0,1.0,1.0,Stenotrophomonas sp. C10-6,1602609,sentence-transformers/all-MiniLM-L6-v2,294.350195908919
1.0,1.0,1.0,1.0,1.0,1.0,Halobacteriaceae archaeon SL-2,1089716,sentence-transformers/all-MiniLM-L6-v2,294.2676430102438
1.0,1.0,1.0,1.0,1.0,1.0,Acropimpla leucostoma,1835279,sentence-transformers/all-MiniLM-L6-v2,294.1555629950017
1.0,1.0,1.0,1.0,1.0,1.0,Eois sp. rare blacky,1120065,sentence-transformers/all-MiniLM-L6-v2,294.24075793940574
1.0,1.0,1.0,1.0,1.0,1.0,bacterium H_C49_73,1217023,sentence-transformers/all-MiniLM-L6-v2,294.2753719398752
1.0,1.0,1.0,1.0,1.0,1.0,Didymium decipiens,3145231,sentence-transformers/all-MiniLM-L6-v2,294.2391949472949
1.0,1.0,1.0,1.0,1.0,1.0,Sciaridae sp. BOLD:ADV9359,2722603,sentence-transformers/all-MiniLM-L6-v2,295.50038010347635
1.0,1.0,1.0,1.0,1.0,1.0,Distoseptispora sp. LZ-2023i,3062867,sentence-transformers/all-MiniLM-L6-v2,294.80098304338753
1.0,1.0,1.0,1.0,1.0,1.0,Melampsora sp. HMAS 73060,1470911,sentence-transformers/all-MiniLM-L6-v2,293.9824559725821
1.0,1.0,1.0,1.0,1.0,1.0,Lauratonematidae,2059210,sentence-transformers/all-MiniLM-L6-v2,294.2310579819605
1.0,1.0,1.0,1.0,1.0,1.0,Nostoc sp. 'Peltigera sp. K10 cyanobiont',1285606,sentence-transformers/all-MiniLM-L6-v2,294.34576898347586
1.0,1.0,1.0,1.0,1.0,1.0,Lonomia concordia conricana,2566939,sentence-transformers/all-MiniLM-L6-v2,294.1973120905459
1.0,1.0,1.0,1.0,1.0,1.0,Scelioninae sp. BIOUG20357-F06,2524824,sentence-transformers/all-MiniLM-L6-v2,294.9491220060736
1.0,1.0,1.0,1.0,1.0,1.0,Stachybotrys sp. WD-2024a,3151762,sentence-transformers/all-MiniLM-L6-v2,294.4654190214351
1.0,1.0,1.0,1.0,1.0,1.0,Abrothrix xanthorhinus xanthorhinus,156199,sentence-transformers/all-MiniLM-L6-v2,294.48832105845213
1.0,1.0,1.0,1.0,1.0,1.0,Citharininae,304037,sentence-transformers/all-MiniLM-L6-v2,294.46342296432704
1.0,1.0,1.0,1.0,1.0,1.0,Physaria calderi,2071509,sentence-transformers/all-MiniLM-L6-v2,294.41311000846326
1.0,1.0,1.0,1.0,1.0,1.0,Berteroella,97985,sentence-transformers/all-MiniLM-L6-v2,294.183686026372
1.0,1.0,1.0,1.0,1.0,1.0,Tillandsia ehlersiana,2708205,sentence-transformers/all-MiniLM-L6-v2,294.32980902493
1.0,1.0,1.0,1.0,1.0,1.0,Disker tenuicornis,2848205,sentence-transformers/all-MiniLM-L6-v2,293.98424993269145
1.0,1.0,1.0,1.0,1.0,1.0,bacterium 19MO04SA05-2,2920643,sentence-transformers/all-MiniLM-L6-v2,294.14232401177287
1.0,1.0,1.0,1.0,1.0,1.0,Cecidomyiidae sp. BIOUG24069-F12,2392692,sentence-transformers/all-MiniLM-L6-v2,294.6406870614737
1.0,1.0,1.0,1.0,1.0,1.0,Amaurobioides sp. BDO-147,1197982,sentence-transformers/all-MiniLM-L6-v2,294.3191679660231
1.0,1.0,1.0,1.0,1.0,1.0,Funalia sp. SO-2024a,3384685,sentence-transformers/all-MiniLM-L6-v2,294.21661305241287
1.0,1.0,1.0,1.0,1.0,1.0,Chitinimonas sp. HME8940,1665635,sentence-transformers/all-MiniLM-L6-v2,294.6973639773205
1.0,1.0,1.0,1.0,1.0,1.0,Cyrtandra sp. Mendum et al 29053,2759974,sentence-transformers/all-MiniLM-L6-v2,294.22219400294125
1.0,1.0,1.0,1.0,1.0,1.0,Exechia sp. BIOUG27568-B05,2360961,sentence-transformers/all-MiniLM-L6-v2,294.4470669608563
1.0,1.0,1.0,1.0,1.0,1.0,Megascolecidae sp. SC201755-04,2484110,sentence-transformers/all-MiniLM-L6-v2,294.27915101405233
1.0,1.0,1.0,1.0,1.0,1.0,Bythinella serborientalis,3065842,sentence-transformers/all-MiniLM-L6-v2,294.35877804644406
1.0,1.0,1.0,1.0,1.0,1.0,Fusarium sp. PAB-2014b,1550711,sentence-transformers/all-MiniLM-L6-v2,294.36905693728477
1.0,1.0,1.0,1.0,1.0,1.0,Lepidoptera sp. BOLD:AAB7797,836877,sentence-transformers/all-MiniLM-L6-v2,294.49336300604045
1.0,1.0,1.0,1.0,1.0,1.0,Delphacinae sp. BIOUG20479-C04,2286729,sentence-transformers/all-MiniLM-L6-v2,294.5084909442812
1.0,1.0,1.0,1.0,1.0,1.0,Streptomyces sp. 3443,392873,sentence-transformers/all-MiniLM-L6-v2,294.64507999364287
1.0,1.0,1.0,1.0,1.0,1.0,Lachaisea sp.,3078623,sentence-transformers/all-MiniLM-L6-v2,294.3364840466529
1.0,1.0,1.0,1.0,1.0,1.0,Zelinkaderes sp. JKP-2005,310839,sentence-transformers/all-MiniLM-L6-v2,294.4132130360231
1.0,1.0,1.0,1.0,1.0,1.0,Proteus sp. P_CGKV326_2014,1745957,sentence-transformers/all-MiniLM-L6-v2,294.29720202460885
1.0,1.0,1.0,1.0,1.0,1.0,Vibrio sp. 8Bb3S76,910886,sentence-transformers/all-MiniLM-L6-v2,294.41769095137715
1.0,1.0,1.0,1.0,1.0,1.0,Terrahaemophilus,217201,sentence-transformers/all-MiniLM-L6-v2,294.27615902386606
1.0,1.0,1.0,1.0,1.0,1.0,Phytocoris sp. BOLD:ACF1942,1793626,sentence-transformers/all-MiniLM-L6-v2,294.3558369297534
1.0,1.0,1.0,1.0,1.0,1.0,Peckoltia sp. USNM FISH 463718,3102475,sentence-transformers/all-MiniLM-L6-v2,294.35201396699995
1.0,1.0,1.0,1.0,1.0,1.0,Cryptinae sp. BIOUG24307-B12,2427533,sentence-transformers/all-MiniLM-L6-v2,295.52557098213583
1.0,1.0,1.0,1.0,1.0,1.0,Anolis wellbornae,2528589,sentence-transformers/all-MiniLM-L6-v2,294.3524179281667
1.0,1.0,1.0,1.0,1.0,1.0,Felimare picta,1564611,sentence-transformers/all-MiniLM-L6-v2,294.39413594082
1.0,1.0,1.0,1.0,1.0,1.0,Muscari salah-eidii,2994595,sentence-transformers/all-MiniLM-L6-v2,294.36096106655896
1.0,1.0,1.0,1.0,1.0,1.0,Polyporales sp. CJ5-724,1712040,sentence-transformers/all-MiniLM-L6-v2,294.5299099665135
1.0,1.0,1.0,1.0,1.0,1.0,Rifseria fuscotaeniaella,2680987,sentence-transformers/all-MiniLM-L6-v2,294.54823199193925
1.0,1.0,1.0,1.0,1.0,1.0,Cellulosimicrobium sp. MCCC 1A09959,1789274,sentence-transformers/all-MiniLM-L6-v2,294.57954899407923
1.0,1.0,1.0,1.0,1.0,1.0,Flumine sobemo-like virus 8,2941373,sentence-transformers/all-MiniLM-L6-v2,294.59254001267254
1.0,1.0,1.0,1.0,1.0,1.0,Calycopis janeirica,3142018,sentence-transformers/all-MiniLM-L6-v2,294.6685099741444
1.0,1.0,1.0,1.0,1.0,1.0,Hippotion rosetta,1087153,sentence-transformers/all-MiniLM-L6-v2,294.3603250896558
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Pentarthrum,2631277,sentence-transformers/all-MiniLM-L6-v2,294.3230770761147
1.0,1.0,1.0,1.0,1.0,1.0,Neocalonectria,2799327,sentence-transformers/all-MiniLM-L6-v2,294.39181997440755
1.0,1.0,1.0,1.0,1.0,1.0,Columnea kucyniakii,1285109,sentence-transformers/all-MiniLM-L6-v2,294.3582049338147
1.0,1.0,1.0,1.0,1.0,1.0,Pseudomonas sp. NA-397-SYM-4,1380253,sentence-transformers/all-MiniLM-L6-v2,294.45661697536707
1.0,1.0,1.0,1.0,1.0,1.0,Gekko sp. B CDS-2014,1551634,sentence-transformers/all-MiniLM-L6-v2,294.53458299394697
1.0,1.0,1.0,1.0,1.0,1.0,Vibrio sp. G715,1673356,sentence-transformers/all-MiniLM-L6-v2,294.484180980362
1.0,1.0,1.0,1.0,1.0,1.0,Kantovirinae,2946634,sentence-transformers/all-MiniLM-L6-v2,294.58849190268666
1.0,1.0,1.0,1.0,1.0,1.0,Deleatidium sp. Dl_S20_14,1814478,sentence-transformers/all-MiniLM-L6-v2,294.41089497413486
1.0,1.0,1.0,1.0,1.0,1.0,Semicossyphus,241345,sentence-transformers/all-MiniLM-L6-v2,294.3543179426342
1.0,1.0,1.0,1.0,1.0,1.0,Begonia yishanensis,2605954,sentence-transformers/all-MiniLM-L6-v2,294.11990009248257
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Bucuresti/478/2009(H3N2)),938066,sentence-transformers/all-MiniLM-L6-v2,294.8410250246525
1.0,1.0,1.0,1.0,1.0,1.0,endophytic bacterium CR14b,463453,sentence-transformers/all-MiniLM-L6-v2,294.3899940000847
1.0,1.0,1.0,1.0,1.0,1.0,Megascops usta,2803248,sentence-transformers/all-MiniLM-L6-v2,294.13397691678256
1.0,1.0,1.0,1.0,1.0,1.0,Mastomys erythroleucus complex sp. eryD,2912615,sentence-transformers/all-MiniLM-L6-v2,294.4980669999495
1.0,1.0,1.0,1.0,1.0,1.0,Euspilotus richteri,3056252,sentence-transformers/all-MiniLM-L6-v2,294.52400107402354
1.0,1.0,1.0,1.0,1.0,1.0,Peperomia dependens,1719511,sentence-transformers/all-MiniLM-L6-v2,295.05068506114185
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Champagne-Ardenne/09/2007(H3N2)),517177,sentence-transformers/all-MiniLM-L6-v2,300.0930451089516
1.0,1.0,1.0,1.0,1.0,1.0,Mycobacterium sp. SR34,1461066,sentence-transformers/all-MiniLM-L6-v2,296.11115995794535
1.0,1.0,1.0,1.0,1.0,1.0,Lepidoptera sp. BOLD:AAI3007,848643,sentence-transformers/all-MiniLM-L6-v2,295.5283271148801
1.0,1.0,1.0,1.0,1.0,1.0,Pholetesor sp. BIOUG20141-F01,2289760,sentence-transformers/all-MiniLM-L6-v2,295.55782303214073
1.0,1.0,1.0,1.0,1.0,1.0,Odontobutis,86243,sentence-transformers/all-MiniLM-L6-v2,294.9845399707556
1.0,1.0,1.0,1.0,1.0,1.0,Gyalidea sp. 'nova-1 EL-2024',3380213,sentence-transformers/all-MiniLM-L6-v2,295.1223360141739
1.0,1.0,1.0,1.0,1.0,1.0,Aquarius nebularis,108994,sentence-transformers/all-MiniLM-L6-v2,295.35316803958267
1.0,1.0,1.0,1.0,1.0,1.0,Pseudogilquinia,389962,sentence-transformers/all-MiniLM-L6-v2,295.0043180026114
1.0,1.0,1.0,1.0,1.0,1.0,Urva auropunctata,48418,sentence-transformers/all-MiniLM-L6-v2,294.9258970329538
1.0,1.0,1.0,1.0,1.0,1.0,Hermeuptychia sp. CTBEH1414,564429,sentence-transformers/all-MiniLM-L6-v2,294.9077730299905
1.0,1.0,1.0,1.0,1.0,1.0,Phyllonorycter trojana,1870242,sentence-transformers/all-MiniLM-L6-v2,294.67865300830454
1.0,1.0,1.0,1.0,1.0,1.0,clirnapec virus 346,3368354,sentence-transformers/all-MiniLM-L6-v2,294.46618200745434
1.0,1.0,1.0,1.0,1.0,1.0,Pannariaceae sp.,2040895,sentence-transformers/all-MiniLM-L6-v2,294.5983390090987
1.0,1.0,1.0,1.0,1.0,1.0,Tritomegas,1545364,sentence-transformers/all-MiniLM-L6-v2,294.706151005812
1.0,1.0,1.0,1.0,1.0,1.0,Bacillus sp. M72C3,1712923,sentence-transformers/all-MiniLM-L6-v2,294.81601098086685
1.0,1.0,1.0,1.0,1.0,1.0,Ischnopeza,2868895,sentence-transformers/all-MiniLM-L6-v2,294.5775220869109
1.0,1.0,1.0,1.0,1.0,1.0,Oppiidae sp. BIOUG27599-H08,2243878,sentence-transformers/all-MiniLM-L6-v2,294.59375189617276
1.0,1.0,1.0,1.0,1.0,1.0,Dolichopodidae sp. BIOUG28194-D02,2309024,sentence-transformers/all-MiniLM-L6-v2,294.5924539817497
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/environment/New York/99172-2/2005(H1N1)),506336,sentence-transformers/all-MiniLM-L6-v2,294.95504905935377
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/England/974/2009(H1N1)),874067,sentence-transformers/all-MiniLM-L6-v2,295.09726096875966
1.0,1.0,1.0,1.0,1.0,1.0,Perciformes sp. BOLD:AAD2123,924304,sentence-transformers/all-MiniLM-L6-v2,294.88593502901495
1.0,1.0,1.0,1.0,1.0,1.0,Methylobacterium sp. F7,539849,sentence-transformers/all-MiniLM-L6-v2,294.7343389969319
1.0,1.0,1.0,1.0,1.0,1.0,Ganoderma sp. AU-2019a,2585078,sentence-transformers/all-MiniLM-L6-v2,295.463407994248
1.0,1.0,1.0,1.0,1.0,1.0,Garcinia sp. C153,1481450,sentence-transformers/all-MiniLM-L6-v2,294.8891270207241
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Zhejiang/HZ12/2011(H1N1)),1286587,sentence-transformers/all-MiniLM-L6-v2,295.01566500402987
1.0,1.0,1.0,1.0,1.0,1.0,Eucalyptus quinniorum,1711499,sentence-transformers/all-MiniLM-L6-v2,294.9281199835241
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/mallard duck/Netherlands/2/2007(H10N7)),1908123,sentence-transformers/all-MiniLM-L6-v2,295.40198610629886
1.0,1.0,1.0,1.0,1.0,1.0,Diapriidae sp. BIOUG21599-F08,2226702,sentence-transformers/all-MiniLM-L6-v2,295.0608809478581
1.0,1.0,1.0,1.0,1.0,1.0,psychrophilic marine bacterium PS10,115720,sentence-transformers/all-MiniLM-L6-v2,295.06214102730155
1.0,1.0,1.0,1.0,1.0,1.0,Aphyosemion georgiae,406277,sentence-transformers/all-MiniLM-L6-v2,295.090886997059
1.0,1.0,1.0,1.0,1.0,1.0,Acidovorax sp. RCPCd1,405576,sentence-transformers/all-MiniLM-L6-v2,295.1194120105356
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Ecuador/FLE2399/2009(H1)),669977,sentence-transformers/all-MiniLM-L6-v2,295.33855605404824
1.0,1.0,1.0,1.0,1.0,1.0,Penicillium sp. FL-2010ab,888662,sentence-transformers/all-MiniLM-L6-v2,294.8685869341716
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/duck/Guangxi/489/2009(H6N2)),1714528,sentence-transformers/all-MiniLM-L6-v2,294.892446952872
1.0,1.0,1.0,1.0,1.0,1.0,Diapriidae sp. BIOUG21958-H04,2148612,sentence-transformers/all-MiniLM-L6-v2,294.685852015391
1.0,1.0,1.0,1.0,1.0,1.0,Sphingomonas genosp. 2,35808,sentence-transformers/all-MiniLM-L6-v2,294.60990405641496
1.0,1.0,1.0,1.0,1.0,1.0,Cheumatopsyche taipeiana,1453173,sentence-transformers/all-MiniLM-L6-v2,294.49192399624735
1.0,1.0,1.0,1.0,1.0,1.0,Speea triloba,1628758,sentence-transformers/all-MiniLM-L6-v2,294.44330907426775
1.0,1.0,1.0,1.0,1.0,1.0,Orthocladiinae sp. BIOUG25002-D06,2299559,sentence-transformers/all-MiniLM-L6-v2,294.65832095593214
1.0,1.0,1.0,1.0,1.0,1.0,Eurytoma gigantea,431181,sentence-transformers/all-MiniLM-L6-v2,295.13836291152984
1.0,1.0,1.0,1.0,1.0,1.0,Pseudapis diversipes,1507150,sentence-transformers/all-MiniLM-L6-v2,294.46868202649057
1.0,1.0,1.0,1.0,1.0,1.0,Nostoc sp. SKJ1,457956,sentence-transformers/all-MiniLM-L6-v2,294.41755602601916
1.0,1.0,1.0,1.0,1.0,1.0,Campopleginae sp. BIOUG32274-A09,2425847,sentence-transformers/all-MiniLM-L6-v2,294.66079897247255
1.0,1.0,1.0,1.0,1.0,1.0,Sorhagenia nimbosa,572894,sentence-transformers/all-MiniLM-L6-v2,294.45514210965484
1.0,1.0,1.0,1.0,1.0,1.0,Lepidoptera sp. BOLD:AAO5976,968708,sentence-transformers/all-MiniLM-L6-v2,294.5080519421026
1.0,1.0,1.0,1.0,1.0,1.0,Diapriidae sp. BIOUG12994-A12,2226453,sentence-transformers/all-MiniLM-L6-v2,294.5157689973712
1.0,1.0,1.0,1.0,1.0,1.0,Gordonia sp. cmc29,1192144,sentence-transformers/all-MiniLM-L6-v2,294.43251399789006
1.0,1.0,1.0,1.0,1.0,1.0,Boreus nivoriundus,506890,sentence-transformers/all-MiniLM-L6-v2,294.79307506699115
1.0,1.0,1.0,1.0,1.0,1.0,Goniopteris nephrodioides,2757887,sentence-transformers/all-MiniLM-L6-v2,294.31953898165375
1.0,1.0,1.0,1.0,1.0,1.0,Chrysogorgia sp. type 12,1203128,sentence-transformers/all-MiniLM-L6-v2,294.359061983414
1.0,1.0,1.0,1.0,1.0,1.0,Schizochytrium sp. DBTIOC-1,1542070,sentence-transformers/all-MiniLM-L6-v2,294.4589229300618
1.0,1.0,1.0,1.0,1.0,1.0,Aphonopelma anax,1037894,sentence-transformers/all-MiniLM-L6-v2,294.3822219967842
1.0,1.0,1.0,1.0,1.0,1.0,Chaetogaster sp. CES,3032111,sentence-transformers/all-MiniLM-L6-v2,294.3492219783366
1.0,1.0,1.0,1.0,1.0,1.0,Ectoedemia sp. Rubus croceacanthus TW,1552389,sentence-transformers/all-MiniLM-L6-v2,294.467655941844
1.0,1.0,1.0,1.0,1.0,1.0,Mycobacteroides abscessus 5S-0708,1001730,sentence-transformers/all-MiniLM-L6-v2,294.43185799755156
1.0,1.0,1.0,1.0,1.0,1.0,Plasmodium sp. OZ51,1539476,sentence-transformers/all-MiniLM-L6-v2,294.53313699923456
1.0,1.0,1.0,1.0,1.0,1.0,Polystichum liui,460868,sentence-transformers/all-MiniLM-L6-v2,294.1939989104867
1.0,1.0,1.0,1.0,1.0,1.0,Schizothecium sp. GE-2024a,3385116,sentence-transformers/all-MiniLM-L6-v2,294.46987505070865
1.0,1.0,1.0,1.0,1.0,1.0,Mansonella sp. B8,2750650,sentence-transformers/all-MiniLM-L6-v2,294.3370679859072
1.0,1.0,1.0,1.0,1.0,1.0,Norovirus Hu/GGII.4/RCC15/2010/J15.5/June2010/SP,1459754,sentence-transformers/all-MiniLM-L6-v2,295.20743899047375
1.0,1.0,1.0,1.0,1.0,1.0,Echinoparyphium aconiatum,220808,sentence-transformers/all-MiniLM-L6-v2,294.5347320055589
1.0,1.0,1.0,1.0,1.0,1.0,alpha proteobacterium 44B9,997017,sentence-transformers/all-MiniLM-L6-v2,294.30600500199944
1.0,1.0,1.0,1.0,1.0,1.0,Dimorphandra cuprea,2054465,sentence-transformers/all-MiniLM-L6-v2,294.318872038275
1.0,1.0,1.0,1.0,1.0,1.0,Penicillium sp. 2-1,1907733,sentence-transformers/all-MiniLM-L6-v2,294.36472710222006
1.0,1.0,1.0,1.0,1.0,1.0,Fomitopsis cf. meliae AA-CO366,1611465,sentence-transformers/all-MiniLM-L6-v2,294.37856597360224
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/California/30/2016(H1N1)),1864994,sentence-transformers/all-MiniLM-L6-v2,294.681572006084
1.0,1.0,1.0,1.0,1.0,1.0,Brevicornu sp. BIOUG17655-H04,2269746,sentence-transformers/all-MiniLM-L6-v2,294.5270739728585
1.0,1.0,1.0,1.0,1.0,1.0,Chryseobacterium sp. 125,1570261,sentence-transformers/all-MiniLM-L6-v2,294.16083300020546
1.0,1.0,1.0,1.0,1.0,1.0,Uvaria clementis,306950,sentence-transformers/all-MiniLM-L6-v2,294.6401110384613
1.0,1.0,1.0,1.0,1.0,1.0,Paracoccus sp. JSM 2155021,1723590,sentence-transformers/all-MiniLM-L6-v2,294.5814279373735
1.0,1.0,1.0,1.0,1.0,1.0,Cecidomyiidae sp. BIOUG26663-E08,2117389,sentence-transformers/all-MiniLM-L6-v2,294.5536319166422
1.0,1.0,1.0,1.0,1.0,1.0,Epicharis cockerelli,598423,sentence-transformers/all-MiniLM-L6-v2,297.45024105068296
